X1,X2,Label
-2.310579389596379,0.5563892505213306,0
-0.2588726392397771,-4.443633695316401,1
-6.011103864890135,-1.787962297461984,2
-4.989976391489504,-1.7422830231006798,2
-4.105020402737246,-3.4952489333578605,2
-1.9154441962836328,-0.9249407416273598,2
0.623306374873395,-4.02261940793927,1
-4.574889004848105,-4.882461605682172,2
-6.040810860782059,1.6637955467883792,0
-5.237846451231608,0.3567407609144406,0
-0.716874020836682,-3.8351228922924556,1
-2.9057500288449463,1.2809381325427212,2
-2.6667825553828273,-1.8889584692021106,2
0.2785130122093823,-4.560045476282568,1
-3.930047817973519,-3.6897362668373597,2
-2.889088986063382,1.9028711910241562,2
-1.1726247888675605,-3.3011348596244976,1
-1.3137343821363756,-4.889941308878867,2
-4.846480638499257,-1.3752898516054843,2
-3.695548402639021,-3.6086434501833073,2
-1.6531069861493046,-5.110661752762351,1
-3.5950102231535808,-2.460665894644532,2
-6.625968839616599,-3.6724500285874973,2
1.8046873995046253,-5.485217853514412,1
-3.7114057266296454,-1.0445367852413754,0
-1.9350203258936203,0.8234519581866651,2
-3.458176703822086,-1.6540307532243288,2
-4.207825200465551,-4.156631072815552,2
-6.662828044697689,0.39884901247855026,0
-2.488899476204641,-4.923704795287499,2
0.607016290685957,-2.795669682070078,1
-6.516198141859476,-5.145062510306714,2
-3.304051147674138,-6.341091091083582,2
-1.9356019073432762,-4.634860017479237,2
0.7978472641832964,-4.185617412833181,1
-0.08021176010762658,-3.4332750030800927,1
0.9720705106187879,-5.731556942387318,1
2.360465010009907,-0.6303212159972031,1
-2.4938192147166256,-2.0997001735082272,0
-2.62685707780475,-2.9910146815799314,2
-5.013409846824518,3.0830622584917298,0
-5.2933127211808,2.5533907670849914,0
-3.043995149108844,-1.7799568298512514,2
-6.450290387511022,3.01586489213689,0
-3.445077089806757,-0.7962858699098423,0
1.3404222691576302,-3.3778442616866715,1
-3.108720846402613,-2.0909365074833164,2
-3.5644542693537575,-4.243773609143228,2
-3.7470017191298552,-0.18555304303219122,2
-2.7572032502171036,-2.834106537295406,2
0.583961876101908,-2.6619988336388527,1
0.4074984392071721,-1.499137017165828,1
0.009428636106851601,-5.788720091216655,1
-3.533652684775557,0.2823580195574796,0
-0.4583413003602428,-2.7501488276249577,1
0.03978038968509319,-3.938183438907907,1
-0.17613637691896297,-3.901605773052133,1
2.408911043184184,-3.1236358453395865,1
-3.7702194717128563,-0.3064506807182754,0
-1.8339285198766824,-4.993388869928104,2
-5.802301845019025,1.048142734659947,0
-2.6102829387443496,-2.046305050801906,2
-0.7220309925744066,-5.057054957398304,1
1.2397809317281652,-3.2319920141922935,1
-3.5938609963429218,0.49366023114387275,0
-3.893067713608234,-0.5262400419139001,0
-3.325409688568801,-1.474924058164963,0
-2.955750470920452,0.05008105604843632,0
-6.414788926811401,-1.5703490001506506,0
1.1041117431179348,-4.985224569907336,1
-4.129855440481487,0.4044884578184573,0
-2.4094021265206793,-7.172979352397668,2
-5.70096951721753,1.3541589182535594,0
-3.0724630128490933,1.9698935920364868,2
0.35661603052568236,-4.394109212573436,1
-5.163715665819844,0.8928223374661118,0
0.5803592209647956,-2.407927405259448,1
-3.5398997308134588,-5.275573578476926,2
-4.058193609116003,-5.280843762254994,2
-3.084342934207002,1.1589664181702402,2
-3.6045227080694646,-2.2474192152166377,2
0.12057698758579169,-3.75251237021795,1
-3.741401562290098,-1.2541727123121356,0
-8.858676948179593,-0.26351296983467526,0
-0.010818765110214394,-3.3866612766583297,1
