X1,X2,Label
-0.18171593937077546,-5.092338518170418,0
-1.7698459256024937,0.7727188537535934,2
-2.3521183701229287,-4.989287995555085,0
-1.046641193220482,-4.371562934918147,2
1.0038753839022223,0.5890258567134805,1
-0.30473838067615355,-2.9656483479895606,2
0.00457628584967984,0.6678264477745599,2
-0.7618552961856213,-0.3037294735673499,2
-1.7269404720471064,-5.697681929306946,0
-2.1650586332728663,-2.552696289862212,2
-1.5964681094860356,-0.01343874491148589,1
0.11589795124225244,-2.58672068703223,2
-2.227311114262932,-0.34375219994072803,2
0.4937571616982169,-0.8232348301089577,1
1.439333532375541,-1.1021681233650067,1
1.7077565388100377,1.2133471208219826,1
-0.39405211572144894,-2.4629152991242327,0
1.317745202905977,-0.11775821290187882,1
0.09639985646514593,-4.663060295070272,0
0.13892588286387897,-0.5990248860319551,2
-2.39084435715331,-5.28808005470441,0
-1.0177181998477391,-3.492260759549726,0
1.1279853320646773,-5.2842902500546165,0
0.2793630999101783,-1.3772425274247508,1
1.4162511541959488,-0.5022895104276005,1
0.6075690636504165,0.19608753651551625,1
1.562192302367184,-1.4462944347430198,1
-0.0402080590172712,-4.535893143525127,0
1.1636744171539153,-1.0709657448550356,1
-0.3309737340421298,-6.341838887529562,0
1.1320623286415303,-1.6642316106691073,2
-0.6511334841560275,1.3109621085419672,1
-0.9727502266690786,-5.577712763816546,0
-1.0564624196925974,-1.2648997955552703,1
-1.7114413802161885,-4.889206065292669,2
-0.587956810743909,-1.909751797580819,1
0.35342637040660074,-2.7195427395745435,0
1.4582206950135794,-5.465362857956321,0
-3.679671653761977,-2.4624331370350383,2
-0.4896823434656321,-3.5157557254940324,0
0.31376557386401904,-4.307721629780784,2
-2.3895004394872874,1.4941826060564036,2
2.278859059368418,-2.658603200079308,2
-2.7596055922592364,1.6664435086676197,1
-0.41075642124551937,-0.3427993511515231,1
-2.4409023734924333,-3.4020488620723177,2
1.9400801081418948,-1.1197318648996755,1
0.4730583762001188,-2.3191090298689243,2
-2.5451030604912295,-1.7103859776389703,2
-2.5032504363406525,-8.113115494286891,0
1.2148967337493226,-1.711472205211079,1
-0.0354893799488063,-6.10774842172814,0
-1.1451800060347523,-4.955014024968871,0
-0.19379547350181586,-2.5391220430281467,0
-1.3550030712406438,-4.758115421443858,2
-0.9474081933682401,-1.4892520823635171,2
1.563075048221499,-1.2664535048217185,1
-3.0979233522269354,-4.665837456064376,0
2.3826445213339285,-1.9958557583184202,1
-1.918623772220805,-4.916455824053686,0
-1.50649913618108,-5.685443996068117,0
-2.026605103013132,-5.431393135273172,0
-2.005078428897768,-4.039443482222869,0
-0.18003634125406198,-3.8237843004359124,0
2.8762231587859075,0.5442645171798379,1
-0.17509625854179356,-2.3342950960737423,2
0.359154986849635,-3.719589839366308,0
2.2950622680972783,-0.45884320603535506,1
0.571031239005543,-0.44523843977389505,1
-0.8901939957623355,-1.4739270572425514,1
-1.9636453502429392,-2.1750237947411417,0
-1.092175050617298,-4.492330809261775,2
-0.9632355903592952,-0.6733055106377475,2
-2.591628366009479,-1.96621834918904,2
2.141311176774536,-4.840974291142022,2
-1.6388676719241873,-4.5987110716002,0
-1.3587590131758178,-1.067496189710892,2
-1.0298512679995162,-4.054450637451815,0
-1.099644287201197,-4.633073959629311,0
0.6043860746111349,-5.273481772090621,0
1.5852360601586273,-0.8135949339077619,1
-2.0065061897266743,-5.886243785943144,0
-4.880897220813753,0.4306332377823434,2
2.595796164966418,-0.10760651715101166,1
-1.7469353328772215,0.9556701654800315,2
-1.0316215694045892,-5.647909152019752,0
-2.3492191709795227,-5.148428201675879,0
-0.6053580069332496,-2.517319887084771,2
-2.1523996622942287,-3.221596487141917,0
0.7456043639537616,-1.485680511777102,1
-0.5271775929738447,-0.10868653657878824,1
-0.8185162900682421,-2.3095044770390083,0
0.46938532250525467,-3.3111806260984986,2
-1.093600208468024,-3.470161336290624,2
-0.5900106055456745,-6.550961897538047,0
-0.10406953149880227,-1.074309690938885,2
-1.5409726960833983,-4.726123354855954,0
3.2357370842869555,-2.3868469778861057,2
0.009324890974418243,-5.706081774926027,0
-2.8186417434572326,-1.8152310245215948,2
-2.506481469532379,-3.5052556183884804,2
-0.30704981049286084,-0.16690891300161848,1
-1.3442200649935483,-1.1718307538676846,2
-3.882670845491403,-3.528778677298919,2
-0.34920105949321406,-3.9352707704991214,0
-0.9666613319041075,-0.027935173609627162,1
0.2716920300235075,-1.147611677929104,1
